phrase_norm,count,phrase_len,n_words,source_split
bây con hoang của khựa,1,22,5,train
nói toẹt,1,8,2,train
nói đạo lí nên mới nhiều ng bị lừa,1,34,9,train
quỷ đội lốt người,1,17,4,train
bê đê vcl,1,9,3,train
xích chó,1,8,2,train
cmg,1,3,1,train
kệ cha nó,1,9,3,train
tiếu thấy moẹ,1,13,3,train
bỏ phong bì,1,11,3,train
thằng đuỹ xứ lừa,1,16,4,train
cai mieng hay la cai ong cong,1,29,7,train
già mất nết,1,11,3,train
làn gió độc,1,11,3,train
gja,1,3,1,train
mat net,1,7,2,train
xam lok,1,7,2,train
xổng chuồng,1,11,2,train
cắn càn,1,7,2,train
nhốt,1,4,1,train
xứ thiên đường cái lol gì cũng hơi tí là phạt,1,45,11,train
hút máu,1,7,2,train
nực cười,1,8,2,train
ác mộng,1,7,2,train
cà,1,2,1,train
con chửi thâm,1,13,3,train
khựa +,1,6,2,train
nhà nói dóc,1,11,3,train
nhà ảo tưởng,1,12,3,train
tên điên khùng,1,14,3,train
los,1,3,1,train
lấy cái não dùng đi,1,19,5,train
mẹ tụi nó,1,9,3,train
dịp mẹ,1,6,2,train
tui bây,1,7,2,train
"lũ phản động hại dân,hại nước",1,29,6,train
quy khung,1,9,2,train
quan tuong,1,10,2,train
ao giac,1,7,2,train
óc của thằng ad dc cấu tạo từ cức các loại động vật,1,51,13,train
ngu như cức,1,11,3,train
biển nhiễm độc! giờ trâu bò lợn gà lũ cuốn luôn! miền trung tụi em cạp đất ăn zần rồi ạ! nhờ ơn đảng,1,100,24,train
ý thức còn kém hơn điểm toán,1,28,7,train
đu.má,1,5,1,train
chùi,1,4,1,train
hư cả một thế hệ,1,16,5,train
đường lưỡi bò,1,13,3,train
bắn chết cdm m,1,14,4,train
chả ảnh hưởng đến người nghèo nên chăng anh tư vấn cho thủ tướng dựng 2km một trạm luôn cho máu,1,95,21,train
xamlone,1,7,1,train
cái đb,1,6,2,train
búa liêm,1,8,2,train
cười đằng sau,1,13,3,train
tổ cha nó,1,9,3,train
mấy đứa chê bánh mì xanh cỏ r,1,29,8,train
lốp lái,1,7,2,train
địt cụ m,1,8,3,train
sống lỗi,1,8,2,train
soi soi mã cha chúng mày,1,24,6,train
ngu như bò,1,10,3,train
ko có bôi trơn thì sao mà nhận thầu,1,35,9,train
ý thức như cuối đầu bài,1,23,6,train
tông chết,1,9,2,train
ba gia,1,6,2,train
dut may day,1,11,3,train
lũ chúng mày,1,12,3,train
tai điếc mắt mù,1,15,4,train
tịch thu,1,8,2,train
dị,1,2,1,train
buồn nôn,1,8,2,train
bịa đặt,1,7,2,train
tổ lái,1,6,2,train
lấp liếm,1,8,2,train
mồm bọn chống cộng,1,18,4,train
nghìn tỷ được bỏ túi đều,1,24,6,train
cức chó,1,7,2,train
lũ dâm loạn viên,1,16,4,train
tụi lưu manh,1,12,3,train
chó sai,1,7,2,train
vì đồng bạc bán rẽ lương tâm,1,28,7,train
con thú,1,8,2,train
truòng trị,1,12,2,train
kẻ,1,3,1,train
loại này,1,8,2,train
xau nhu quy,1,11,3,train
bi nhiêm virus corona,1,21,4,train
chêt gân hêt,1,12,3,train
mấy con đĩ,1,10,3,train
toi,1,3,1,train
nó khác gì cách đảng cs chọn người,1,34,8,train
hồng hơn chuyên,1,15,3,train
"giải độc cộng sản đã khó, giải độc tư tưởng cánh tả còn khó hơn",1,63,15,train
thăng trung cộng,1,16,3,train
oán hận,1,7,2,train
ngập cmn đầu,1,12,3,train
chửi như hát hay,1,16,4,train
súc vật từ nhan sắc đến nhân cách,1,33,8,train
súc phạm loài người,1,19,4,train
dislike,1,7,1,train
mồ xanh cỏ,1,10,3,train
nham lôn,1,8,2,train
lz ma no do,1,11,4,train
chó nhập,1,8,2,train
cắn chết bà bọn mày,1,19,5,train
đĩ nl,1,5,2,train
cl bị sình,1,10,3,train
cón mẹ may ko day đk may,1,24,7,train
ma ko co van hoa,1,16,5,train
ông cố nội lão trọng,1,20,5,train
lũ nịnh nọt bán nước,1,20,5,train
loại ăn cức,1,11,3,train
đek thông,1,9,2,train
chu mõm lên sủa,1,15,4,train
chết trùm,1,9,2,train
nghèo khổ,1,9,2,train
ngu ngu,1,7,2,train
tau hoa nhap ma,1,15,4,train
cam sung,1,8,2,train
dut,1,3,1,train
gan het rang,1,12,3,train
gái 3/,1,6,2,train
mã mẹ,1,5,2,train
vịn quốc vinh thân,1,18,4,train
bỏ mặc,1,6,2,train
lầm than,1,8,2,train
bất hạnh,1,8,2,train
mất,1,3,1,train
sống ảo,1,7,2,train
mờ ám,1,5,2,train
khỉ rừng,1,8,2,train
anti,1,4,1,train
người e yêu thương k phải bố cũng chẳng phải mẹ.mà là chú bộ đội,1,64,15,train
chũi,1,4,1,train
dit cmcm,1,8,2,train
đui,1,3,1,train
thằng zô zăn hoá,1,16,4,train
chuyen gioi ho,1,14,3,train
nhin ge qua,1,11,3,train
cộng nô,1,7,2,train
điếc,1,4,1,train
cái quân cs,1,11,3,train
lũ bán nước hại dân,1,19,5,train
dsc,1,3,1,train
nói xạo,1,7,2,train
con bóng đũy,1,13,3,train
đào mồ cuốc mả,1,14,4,train
ác nghiệp,1,9,2,train
khẩu nghiệp mày,1,15,3,train
3 heo,1,5,2,train
nở,1,2,1,train
banh hang,1,9,2,train
loại ý thức kém,1,15,4,train
dú,1,2,1,train
th lamg bằng,1,12,3,train
câm con mẹ nó mồm,1,17,5,train
bậy bạ,1,6,2,train
djt,1,3,1,train
nước rửa cầu tiêu mà tưởng mình là sân siêu bột kết,1,51,12,train
cô ba vàng mã,1,13,4,train
an cap,1,6,2,train
ăn mất cái ý thức,1,17,5,train
tuổi buồi,1,9,2,train
họp thì mới hết lũ,1,18,5,train
lột,1,3,1,train
nghiệt trủng,1,12,2,train
không có giàu,1,13,3,train
ý thức như cái đách,1,19,5,train
thò chắng,1,9,2,train
chết đỉ,1,7,2,train
mẹ mài,1,6,2,train
ý thức a thua cả học sinh lớp 5,1,31,9,train
ý thức kém,1,10,3,train
thằng óc tôm,1,12,3,train
lồnnn,1,5,1,train
thang ngu,1,9,2,train
oan nghiệt,1,10,2,train
lúp lúp như chó,1,15,4,train
choi,1,4,1,train
tưởng thế là hay,1,16,4,train
tưởng thế là ngầu,1,17,4,train
bọn dâm loạn viên,1,17,4,train
nói xuôi nói ngược,1,18,4,train
con bóng đực,1,12,3,train
dạng đầu trâu mặt ngựa,1,22,5,train
2 mặt,1,5,2,train
nịnh bợ,1,7,2,train
bệnh quạn,1,9,2,train
luu dan,1,7,2,train
ác ôn,1,5,2,train
như lon,1,7,2,train
ngu ngục vcl,1,12,3,train
trẩu tre,1,8,2,train
lũ sâu bọ,1,9,3,train
chó chết,1,8,2,train
8 tầng địa ngục,1,15,4,train
ko ai tha thứ,1,13,4,train
yêu lâu mới lộ ra ngay,1,22,6,train
nghĩa trang,1,11,2,train
ghen tị,1,7,2,train
hèn bỏ mẹ,1,9,3,train
"sang \"" lên được tý nào",1,23,6,train
sai thì hãy mở mồm,1,18,5,train
vô ý thức óc xi măng,1,20,6,train
thứ óc chó ngu hết phần chó,1,27,7,train
diệt tận,1,8,2,train
đám sạo lồn,1,11,3,train
ý thức nhỏ như trái nho,1,23,6,train
đụ,1,3,1,train
lz má,1,6,2,train
đ chết,1,6,2,train
mặt,1,3,1,train
nghèo dốt lại khệnh khạng,1,25,5,train
địiiiiitttttttt,1,15,1,train
thằng mũi lõ mắt xanh,1,21,5,train
phân,1,4,1,train
súc vật,1,9,2,train
tinh trùng,1,10,2,train
phản quốc,1,9,2,train
bạo lực,1,7,2,train
vo van,1,6,2,train
bóng khùng bóng điên,1,20,4,train
ỉa ra ăn lại,1,12,4,train
chán bọn tây lông,1,17,4,train
bài ca,1,6,2,train
nước ung thư cao thế giới toàn eu với mỹ,1,40,10,train
đánh chết mẹ thằng,1,18,4,train
th điên,1,7,2,train
tau,1,3,1,train
vãi bướm,1,8,2,train
thằng con nít,1,13,3,train
mắc dại,1,7,2,train
xúi,1,3,1,train
xé banh xác,1,11,3,train
lũ thất học,1,11,3,train
bợ lol,1,6,2,train
do suc vat,1,10,3,train
nghiep chuong,1,13,2,train
chinazi,1,7,1,train
rác thải,1,8,2,train
đều có dấu răng của thằng ad,1,28,7,train
ẳng ẳng,1,7,2,train
lùm má,1,6,2,train
ứa,1,2,1,train
đầu l,1,5,2,train
chặt đất,1,8,2,train
ngu như con bò,1,14,4,train
đ*o,1,3,1,train
như cái lon,1,11,3,train
tổ cha,1,6,2,train
ngu như con lợn,1,15,4,train
của các em ý đều là nước nôi rất ít mà lại ko chịu cảnh giác vấn đề củi lửa,1,75,20,train
hoag sa truog sa la kua trug quoc,1,33,8,train
gắt vãi đái,1,11,3,train
cô giáo mà nt,1,13,4,train
sặc,1,3,1,train
hại não vcl,1,11,3,train
bò nhai cỏ,1,10,3,train
bảo dân trí thấp lại tự ái,1,26,7,train
chó cụp đui,1,11,3,train
cào lồn ăn vạ lắm,1,17,5,train
giấy chứng nhận tâm thần,1,24,5,train
không ngã cầu thang và có chứng nhận tâm thần thì có thể sống khá là dai,1,72,17,train
thăng đần,1,9,2,train
nếp nhăn trên não cũng né ổng,1,29,7,train
